Chromosome	Start	Stop	Length	Strand	Gene Symbol	CL1-0_Rep-2	20230818_CL1-0_CE_miRNA_Rep1	CL1-5_Rep-1	20230818_CL1-5_CE_miRNA_Rep1	20230823_CL1-0_CE_miRNA_Rep2	CL1-5_Rep-2	CL1-0_Rep-1	20230823_CL1-5_CE_miRNA_Rep2
6	18571844	18571866	22	+	hsa-miR-548a-3p	0	58.3328	64.6496	75.1846	30.4461	0	0	84.4326
8	104484420	104484442	22	-	hsa-miR-548a-5p	0	4.76186	0	11.8713	5.92008	0	0	12.5602
3	32506305	32506327	22	-	hsa-miR-548ay-3p	0	70.2374	0	13.1903	32.1376	62.3014	0	17.4448
6	119069062	119069084	22	-	hsa-miR-548b-3p	0	176.189	32.3248	106.841	186.06	62.3014	306.654	151.421
10	110988978	110989000	22	+	hsa-miR-548e-3p	0	36.9044	0	10.5522	17.7602	0	0	21.6315
10	110988940	110988962	22	+	hsa-miR-548e-5p	0	39.2853	0	17.1474	43.9778	186.904	0	26.516
6	131792174	131792196	22	+	hsa-miR-548h-5p	111.421	1.19046	0	0	1.69145	0	0	4.18674
22	26555274	26555296	22	-	hsa-miR-548j-5p	0	29.7616	0	2.63806	22.8346	0	306.654	6.28011
11	70283986	70284008	22	+	hsa-miR-548k	0	19.0474	32.3248	18.4664	17.7602	62.3014	0	16.747
11	94466545	94466567	22	-	hsa-miR-548l	0	5.95232	0	3.95708	2.53718	0	0	3.48895
7	34940804	34940826	22	-	hsa-miR-548n	0	20.2379	0	27.6996	17.7602	0	0	28.6094
7	102405748	102405770	22	-	hsa-miR-548o-3p	0	7.14279	0	5.27611	1.69145	0	0	5.58232
6	57390180	57390203	23	+	hsa-miR-548u	0	4.76186	0	3.95708	7.61153	0	0	14.6536
7	29680748	29680770	22	-	hsa-miR-550a-3p	0	0	32.3248	1.31903	1.69145	0	0	6.28011
1	3560710	3560731	21	-	hsa-miR-551a	111.421	182.141	0	21.1044	256.255	124.603	0	14.6536
3	168551914	168551935	21	+	hsa-miR-551b-3p	0	8.33325	0	11.8713	3.3829	0	0	11.1646
1	162342600	162342622	22	+	hsa-miR-556-3p	0	20.2379	0	2.63806	20.2974	0	0	3.48895
18	39676719	39676741	22	-	hsa-miR-5583-3p	0	1.19046	0	3.95708	3.3829	0	0	1.39558
2	188297552	188297574	22	+	hsa-miR-561-3p	111.421	158.332	32.3248	23.7425	217.352	0	0	22.3293
2	188297517	188297539	22	+	hsa-miR-561-5p	0	257.14	64.6496	35.6138	364.508	124.603	0	27.2138
3	171106679	171106700	21	-	hsa-miR-569	111.421	60.7137	0	2.63806	18.606	0	0	2.09337
1	9967390	9967412	22	+	hsa-miR-5697	0	2.38093	0	0	6.76581	0	0	0.69779
10	641699	641721	22	-	hsa-miR-5699-3p	0	5.95232	0	0	5.92008	0	0	2.09337
10	641748	641770	22	-	hsa-miR-5699-5p	0	34.5235	0	9.2332	38.9034	62.3014	306.654	7.67569
3	195699460	195699482	22	+	hsa-miR-570-3p	0	21.4284	0	9.2332	21.1432	0	0	12.5602
4	24520252	24520276	24	-	hsa-miR-573	0	8.33325	0	5.27611	10.9944	0	0	8.37349
4	38868092	38868114	22	+	hsa-miR-574-3p	334.262	591.661	2198.09	1359.92	583.551	3364.28	1226.62	743.147
4	109488752	109488774	22	+	hsa-miR-576-3p	0	3.57139	0	2.63806	1.69145	0	0	5.58232
4	109488713	109488735	22	+	hsa-miR-576-5p	111.421	97.6181	323.248	87.0559	90.4927	186.904	0	83.7349
5	32394392	32394415	23	-	hsa-miR-579-3p	0	32.1426	0	23.7425	31.2919	0	0	16.0492
5	32394430	32394452	22	-	hsa-miR-579-5p	0	20.2379	32.3248	1.31903	23.6803	0	0	9.07128
5	36147907	36147929	22	-	hsa-miR-580-3p	0	33.333	0	15.8283	27.909	0	0	19.5381
5	59703630	59703652	22	-	hsa-miR-582-3p	111.421	198.808	96.9744	117.393	97.2585	62.3014	0	148.629
5	59703666	59703689	23	-	hsa-miR-582-5p	0	82.1421	0	34.2947	54.9722	0	0	31.4006
5	149062373	149062395	22	-	hsa-miR-584-5p	111.421	2.38093	226.274	225.554	0.845726	311.507	0	217.013
7	5495834	5495858	24	-	hsa-miR-589-3p	0	92.8563	258.598	92.332	96.4128	186.904	0	70.4768
7	5495873	5495895	22	-	hsa-miR-589-5p	111.421	120.237	484.872	150.369	119.247	436.11	306.654	96.9929
7	74191253	74191274	21	+	hsa-miR-590-3p	0	1732.13	129.299	1249.12	1718.52	0	0	1578.4
7	74191213	74191235	22	+	hsa-miR-590-5p	111.421	492.852	0	354.819	513.356	0	0	486.36
8	9741687	9741709	22	+	hsa-miR-597-5p	0	3.57139	0	1.31903	1.69145	0	0	3.48895
8	11035221	11035243	22	-	hsa-miR-598-3p	0	416.663	452.547	572.458	469.378	249.206	919.963	627.314
1	20633756	20633776	20	+	hsa-miR-6084	2116.99	0	0	0	0	0	2146.58	0
16	3485422	3485440	18	-	hsa-miR-6126	54484.7	0	1713.21	0	0	11401.2	48758	0
12	54034010	54034032	22	+	hsa-miR-615-3p	111.421	113.094	1099.04	222.916	82.0354	934.521	919.963	168.865
14	31014669	31014690	21	-	hsa-miR-624-3p	0	5.95232	0	5.27611	12.6859	0	0	2.09337
14	31014706	31014728	22	-	hsa-miR-624-5p	0	71.4279	0	71.2275	75.2696	0	306.654	53.0321
14	65471153	65471175	22	+	hsa-miR-625-3p	222.841	363.092	3685.03	701.723	267.249	2180.55	0	493.338
14	65471116	65471137	21	+	hsa-miR-625-5p	0	27.3807	64.6496	50.1231	10.9944	124.603	0	34.1917
15	42199630	42199652	22	-	hsa-miR-627-5p	0	40.4758	64.6496	63.3133	40.5948	124.603	0	57.2188
15	55372954	55372975	21	-	hsa-miR-628-3p	0	41.6663	96.9744	3.95708	15.2231	62.3014	0	11.1646
15	55372991	55373013	22	-	hsa-miR-628-5p	0	247.617	96.9744	50.1231	141.236	0	0	60.01
15	70079387	70079409	22	-	hsa-miR-629-3p	0	33.333	0	3.95708	30.4461	62.3014	0	5.58232
15	70079427	70079448	21	-	hsa-miR-629-5p	557.103	276.188	161.624	40.8899	266.404	373.808	0	50.9387
19	40282603	40282627	24	-	hsa-miR-641	0	11.9046	32.3248	6.59514	7.61153	0	0	6.9779
19	45674978	45675000	22	+	hsa-miR-642a-3p	111.421	20.2379	290.923	10.5522	41.4406	0	0	2.09337
19	45674943	45674965	22	+	hsa-miR-642a-5p	0	65.4756	161.624	47.485	82.8812	0	0	23.0271
19	52281857	52281879	22	+	hsa-miR-643	0	7.14279	0	6.59514	3.3829	0	0	2.09337
12	48132800	48132822	22	+	hsa-miR-6505-5p	0	7.14279	0	5.27611	5.92008	0	0	2.79116
X	8127018	8127040	22	+	hsa-miR-651-3p	0	8.33325	0	0	4.22863	0	0	0
X	8126980	8127002	22	+	hsa-miR-651-5p	0	372.615	0	0	375.502	0	0	0
11	62792749	62792772	23	-	hsa-miR-6514-5p	111.421	4.76186	0	2.63806	1.69145	0	0	2.79116
X	110055389	110055410	21	+	hsa-miR-652-3p	0	11.9046	0	15.8283	5.07436	124.603	0	4.18674
X	110055349	110055374	25	+	hsa-miR-652-5p	0	28.5712	0	7.91417	32.1376	0	0	11.1646
14	101040269	101040291	22	+	hsa-miR-654-3p	668.524	2.38093	1616.24	2260.81	2.53718	685.316	0	2491.81
14	101049610	101049632	22	+	hsa-miR-655-3p	0	0	96.9744	56.7182	0.845726	0	0	57.2188
14	101066766	101066787	21	+	hsa-miR-656-3p	0	0	32.3248	11.8713	0	0	0	27.2138
22	37847732	37847754	22	-	hsa-miR-659-5p	0	2.38093	0	2.63806	2.53718	62.3014	0	1.39558
X	50013256	50013278	22	+	hsa-miR-660-5p	557.103	2583.31	1616.24	1387.62	2651.35	809.918	1226.62	1660.04
1	220200549	220200572	23	-	hsa-miR-664a-3p	0	4.76186	0	1.31903	5.07436	0	0	0.69779
1	220200586	220200610	24	-	hsa-miR-664a-5p	0	10.7142	64.6496	5.27611	5.07436	0	0	4.18674
14	100875075	100875095	20	+	hsa-miR-665	0	0	96.9744	7.91417	0	62.3014	0	11.1646
14	101055300	101055323	23	+	hsa-miR-668-3p	668.524	0	808.12	0	0	872.22	4293.16	0.69779
7	151238488	151238509	21	+	hsa-miR-671-3p	0	30.9521	129.299	29.0186	26.2175	685.316	0	16.747
7	151238449	151238472	23	+	hsa-miR-671-5p	334.262	139.284	129.299	77.8227	93.8756	623.014	613.309	66.9879
6	1390324	1390346	22	-	hsa-miR-6720-3p	0	0	129.299	5.27611	0	0	0	2.79116
6	1390359	1390382	23	-	hsa-miR-6720-5p	0	0	32.3248	6.59514	1.69145	124.603	0	4.18674
21	8205325	8205348	23	+	hsa-miR-6724-5p	334.262	3.57139	226.274	0	0	1183.73	613.309	0
1	43171686	43171708	22	-	hsa-miR-6733-5p	0	3.57139	0	1.31903	4.22863	0	0	7.67569
11	1996800	1996823	23	-	hsa-miR-675-5p	0	3.57139	0	1.31903	0.845726	0	0	5.58232
X	70022899	70022920	21	+	hsa-miR-676-3p	111.421	52.3805	32.3248	14.5093	32.9833	0	0	14.6536
19	58550285	58550307	22	+	hsa-miR-6807-5p	334.262	1.19046	64.6496	0	1.69145	186.904	0	0.69779
22	49962866	49962889	23	+	hsa-miR-6821-5p	557.103	0	32.3248	0	0	373.808	0	0
6	33290245	33290266	21	+	hsa-miR-6834-5p	2116.99	0	0	0	0	62.3014	1533.27	0
8	124508515	124508536	21	-	hsa-miR-6844	0	2.38093	0	5.27611	3.3829	0	0	2.79116
9	83969771	83969793	22	-	hsa-miR-7-1-3p	0	278.569	484.872	276.996	321.376	1495.23	0	285.396
9	83969811	83969835	24	-	hsa-miR-7-5p	779.944	4704.72	6723.56	5942.22	4726.76	6230.14	3679.85	9511.58
11	79402032	79402054	22	-	hsa-miR-708-3p	0	0	64.6496	54.0801	2.53718	186.904	0	47.4498
11	79402077	79402100	23	-	hsa-miR-708-5p	0	5.95232	2392.04	1049.95	2.53718	2118.25	0	969.929
17	12081966	12081988	22	+	hsa-miR-744-3p	0	27.3807	0	14.5093	22.8346	0	0	16.0492
17	12081909	12081931	22	+	hsa-miR-744-5p	1559.89	402.377	2779.93	378.561	282.472	3551.18	2146.58	315.401
14	101026071	101026093	22	+	hsa-miR-758-3p	0	0	32.3248	81.7797	0	0	0	108.855
1	93846880	93846900	20	+	hsa-miR-760	0	1.19046	193.949	2.63806	0	0	306.654	0
X	119646763	119646785	22	-	hsa-miR-766-3p	0	3.57139	32.3248	2.63806	1.69145	62.3014	0	0.69779
X	119646799	119646821	22	-	hsa-miR-766-5p	0	4.76186	32.3248	2.63806	3.3829	124.603	0	2.09337
X	152393447	152393470	23	-	hsa-miR-767-3p	0	20.2379	96.9744	25.0615	13.5316	62.3014	0	16.0492
X	152393481	152393504	23	-	hsa-miR-767-5p	0	333.33	743.47	390.432	327.296	1183.73	919.963	414.488
19	46019000	46019023	23	+	hsa-miR-769-3p	557.103	84.523	96.9744	60.6753	79.4982	560.713	0	53.0321
19	46018961	46018983	22	+	hsa-miR-769-5p	779.944	1284.51	905.094	684.576	1321.02	1183.73	0	795.481
2	176188843	176188862	19	+	hsa-miR-7704	135710	4.76186	4428.5	5.27611	0.845726	11588.1	217111	1.39558
15	85380639	85380663	24	+	hsa-miR-7706	111.421	5.95232	32.3248	10.5522	9.30299	0	0	9.07128
19	11495544	11495568	24	-	hsa-miR-7974	0	86.9039	0	83.0988	94.7213	0	0	66.9879
3	176515103	176515121	18	+	hsa-miR-7977	1225.63	79.7611	646.496	71.2275	72.7324	747.617	2146.58	38.3785
9	28888925	28888946	21	-	hsa-miR-873-5p	0	0	32.3248	5.27611	0	0	0	3.48895
5	137647582	137647604	22	-	hsa-miR-874-3p	0	10.7142	96.9744	7.91417	6.76581	124.603	0	2.79116
5	137647618	137647641	23	-	hsa-miR-874-5p	0	7.14279	32.3248	2.63806	2.53718	249.206	0	0.69779
5	15935229	15935251	22	+	hsa-miR-887-3p	0	20.2379	0	0	5.07436	0	0	0
14	101047949	101047970	21	+	hsa-miR-889-3p	334.262	0	193.949	836.264	0	124.603	0	981.791
1	156420354	156420376	22	-	hsa-miR-9-3p	0	599.994	549.522	638.41	500.67	124.603	306.654	582.655
1	156420392	156420415	23	-	hsa-miR-9-5p	557.103	8642.77	3749.68	5579.49	8069.07	1495.23	306.654	5546.74
13	91351324	91351347	23	+	hsa-miR-92a-1-5p	111.421	7.14279	775.795	13.1903	5.92008	3177.37	0	10.4669
13	91351361	91351383	22	+	hsa-miR-92a-3p	3231.2	5178.52	16485.6	4933.16	5956.45	11712.7	3066.54	4098.82
1	155195237	155195259	22	+	hsa-miR-92b-3p	111.421	265.474	1002.07	141.136	235.958	498.411	919.963	159.096
1	155195196	155195218	22	+	hsa-miR-92b-5p	445.682	1.19046	32.3248	2.63806	0	311.507	306.654	0.69779
7	100093777	100093799	22	-	hsa-miR-93-3p	222.841	86.9039	1034.39	85.7368	79.4982	1246.03	613.309	62.1033
7	100093815	100093838	23	-	hsa-miR-93-5p	15264.6	42660.3	75446.1	33341.1	40058.7	41492.7	36798.5	32739.6
19	53982362	53982385	23	+	hsa-miR-935	334.262	79.7611	1486.94	969.486	54.1265	1495.23	0	699.884
20	63919495	63919518	23	+	hsa-miR-941	0	15.476	420.222	39.5708	13.5316	623.014	0	39.7741
1	117094655	117094677	22	+	hsa-miR-942-5p	0	255.95	646.496	174.112	219.889	623.014	0	223.293
4	8005312	8005334	22	-	hsa-miR-95-3p	111.421	1377.37	129.299	100.246	1593.35	62.3014	613.309	109.553
7	129774739	129774762	23	-	hsa-miR-96-5p	334.262	3103.54	840.445	1816.3	3355.84	685.316	2453.24	1853.33
X	53556241	53556263	22	-	hsa-miR-98-3p	0	9.52372	0	35.6138	10.1487	0	0	48.1475
X	53556299	53556321	22	-	hsa-miR-98-5p	334.262	134.523	872.77	957.614	73.5782	373.808	919.963	1101.11
16	34163601	34163622	21	+	hsa-miR-9901	1337.05	0	32.3248	2.63806	0.845726	186.904	1839.93	0.69779
8	98393667	98393689	22	-	hsa-miR-9903	0	30.9521	32.3248	19.7854	19.4517	62.3014	0	31.4006
21	16539138	16539160	22	+	hsa-miR-99a-3p	111.421	748.802	0	0	679.118	0	0	0
21	16539101	16539123	22	+	hsa-miR-99a-5p	3008.36	6361.84	161.624	11.8713	5799.99	186.904	1533.27	6.9779
19	51692656	51692678	22	+	hsa-miR-99b-3p	891.365	191.665	1260.67	296.781	127.705	560.713	919.963	302.143
19	51692618	51692640	22	+	hsa-miR-99b-5p	3676.88	2441.64	14643.1	4873.81	2296.15	12086.5	3679.85	4249.54
